epoch,accuracy,loss,val_accuracy,val_loss
0,0.657856822013855,0.569017767906189,0.6519678831100464,0.6563572287559509
1,0.8938239216804504,0.19274534285068512,0.33525654673576355,3.4142515659332275
2,0.9129539132118225,0.15209746360778809,0.3754378855228424,3.5745036602020264
3,0.9240978360176086,0.1322743147611618,0.6031320691108704,0.5429627895355225
4,0.9317864775657654,0.11955510824918747,0.8740984797477722,0.1267978996038437
5,0.9320610761642456,0.11021794378757477,0.9021223783493042,0.1066945344209671
6,0.9366147518157959,0.10292956978082657,0.939831018447876,0.10509609431028366
7,0.9385826587677002,0.09654846042394638,0.8955285549163818,0.25084182620048523
8,0.9396123886108398,0.09343712031841278,0.5917989015579224,0.5471616983413696
9,0.9378733038902283,0.08977824449539185,0.5637750029563904,0.6839230060577393
10,0.9408251643180847,0.08546579629182816,0.6117865443229675,0.7445105314254761
11,0.9466831684112549,0.0767575204372406,0.5417267680168152,1.18767511844635
12,0.9472551941871643,0.0759676918387413,0.51967853307724,0.7985708713531494
13,0.9513283371925354,0.07125165313482285,0.9396249651908875,0.08999953418970108
14,0.9522207975387573,0.0672987848520279,0.9587883949279785,0.07440049946308136
15,0.9519004225730896,0.06451328098773956,0.9346795678138733,0.11231084913015366
16,0.9559964537620544,0.06157239153981209,0.9324129223823547,0.08064363151788712
17,0.9538454413414001,0.05979090929031372,0.9369462132453918,0.11000931262969971
18,0.9530903100967407,0.05952463671565056,0.4354007840156555,1.408186435699463
19,0.953273355960846,0.05842103436589241,0.4308674931526184,1.8366329669952393
20,0.9562938809394836,0.05239208787679672,0.8811044692993164,0.13230039179325104
21,0.9550353288650513,0.053124599158763885,0.9408613443374634,0.17631396651268005
22,0.9569117426872253,0.05055626109242439,0.9538429975509644,0.04497385025024414
23,0.9561794996261597,0.05091317370533943,0.9680609703063965,0.05997585877776146
24,0.9575067162513733,0.05112995579838753,0.9657943248748779,0.04359503462910652
25,0.960641622543335,0.043364785611629486,0.9705336689949036,0.1173814982175827
26,0.9592686891555786,0.0470099113881588,0.9476612210273743,0.09086797386407852
27,0.9601610898971558,0.04355832561850548,0.9171646237373352,0.13755790889263153
28,0.9591542482376099,0.04321683570742607,0.9497218132019043,0.06794610619544983
29,0.9626781940460205,0.04115745797753334,0.9468370079994202,0.11608763784170151
30,0.9612137079238892,0.041866235435009,0.9410673975944519,0.11993804574012756
31,0.9594059586524963,0.0423949658870697,0.9291160106658936,0.09382010996341705
32,0.9612823724746704,0.042202290147542953,0.7725118398666382,1.5458447933197021
33,0.965218186378479,0.03828728571534157,0.8881104588508606,0.5302002429962158
34,0.9694743752479553,0.035906776785850525,0.6618586182594299,2.9227967262268066
35,0.9653554558753967,0.03793078288435936,0.9344735145568848,0.07174321264028549
36,0.9702295064926147,0.03389875218272209,0.9326189756393433,0.2644348442554474
37,0.9737305641174316,0.031638212502002716,0.9695034027099609,0.027920275926589966
38,0.970504105091095,0.03194585070014,0.9287039041519165,0.2663622498512268
39,0.9737534523010254,0.03126693144440651,0.9219039678573608,0.13848455250263214
40,0.975286602973938,0.02872789464890957,0.9237585067749023,0.27772149443626404
